,Dealer,Company,VIP,FEIN,Unnamed: 4,DNI,Peripherals,Service,Owner,Unit ID,Unit,Unit Type,Carrier,Unnamed: 13,Monthly Fee,Billing Group,Billing Period,Last Service Paid Until,Service Paid Until,Serial Number,IMEI,Bill To,Status,Event,Assigned To Company On,Last Event Date,Last Contact On,Last Event Address
15182,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W376,SPK366,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764428701,354514102527738,,Active,Idle Alert,1/10/2012 8:20:46 AM,7/16/2025 11:10:34 AM,7/16/2025 11:10:51 AM,"Kr61, Buenaventura, Valle Cauca, Colombia"
15183,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W380,SPK369,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764347415,358077092248711,,Active,Parked,1/10/2012 6:27:36 AM,7/16/2025 8:20:11 AM,7/16/2025 8:20:36 AM,"Kr61, Buenaventura, Valle Cauca, Colombia"
15184,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W384,SPK377,CalAmp 2630 - 3G - LMU2631H-H000-G1000,MOVISTAR CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764189125,357041063015534,,Active,Parked,1/17/2012 6:04:21 AM,7/16/2025 7:26:41 AM,7/16/2025 7:26:55 AM,12-409 Carrera 25
15185,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W412,SPK367,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764400875,354514101226183,,Active,Parked,12/5/2011 9:45:32 AM,7/16/2025 10:20:38 AM,7/16/2025 10:21:04 AM,"Kr25 12-25, Yumbo, Valle Cauca, Colombia"
15186,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W414,SPK368,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764400534,354514101223701,,Active,Parked,12/9/2011 7:30:39 AM,7/16/2025 10:35:05 AM,7/16/2025 10:35:53 AM,"Kr61, Buenaventura, Valle Cauca"
15187,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W416,SPK372,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764385630,358077092803523,,Active,Drive,12/17/2011 10:30:45 AM,7/16/2025 11:15:20 AM,7/16/2025 11:16:02 AM,"Km 92 de la vía Cali - Buenaventura, , Valle del Cauca"
15188,TSO Mobile - Colombia,TRANSCARGA RG SAS,VIP,805000977,,,"Panic Button, ",PLAN PROFESIONAL,Renting,W424,SPK376,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,47255,,Monthly,8/1/2012 12:00:00 AM,8/31/2012 12:00:00 AM,4764400579,354514101228437,,Active,Parked,1/3/2012 5:48:17 AM,7/16/2025 8:30:53 AM,7/16/2025 8:31:11 AM,"Kr61, Buenaventura, Valle Cauca, Colombia"
15189,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Temp. Sensor, Fuel Sensor - 148635, Panic Button, ",PLAN PROFESIONAL,Renting,0ASB,SZP784,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,105500,,Monthly,1/20/2020 12:00:00 AM,2/18/2020 12:00:00 AM,1363188987,352556102951808,TRANSCONT SAS,Active,Ignition OFF,1/20/2020 4:05:29 AM,7/16/2025 10:04:06 AM,7/16/2025 10:04:21 AM,#38-80 a 38-428 38176 76-123 3880-38428 Calle 4 Carrera 54 Calle 4 Calle 4 
15190,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Fuel Sensor - 148832, Panic Button, ",PLAN PROFESIONAL,Renting,0CYZ,SPO171,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,,52100,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764401184,354514101217760,TRANSPORTES ATM SAS,Active,Idle Alert,12/7/2023 11:43:56 AM,7/16/2025 11:06:02 AM,7/16/2025 11:06:17 AM,"Av Via 40-45, Barranquilla, Atlantico"
15193,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Fuel Sensor - 148823, Fuel Sensor - 148829, Panic Button, ",PLAN PROFESIONAL,Renting,0EI9,TLM772,CalAmp 2630 - 3G - LMU2631H-H000-G1000,MOVISTAR CO,,149200,,Monthly,1/20/2020 12:00:00 AM,1/1/1900 12:00:00 AM,4764322088,358077091909701,TRANSCONT SAS,Active,Drive,1/20/2020 4:06:20 AM,7/16/2025 11:15:41 AM,7/16/2025 11:15:52 AM,"Cr. del Algodón, Tubará, Atlántico, Colombia"
15194,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0FK0,TMX132,CalAmp 2720 - 3G - LMU27H201-G1000,Claro CO,,250000,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4661407775,352739091019486,TRANSPORTES ATM SAS,Active,Parked,4/9/2025 7:29:44 AM,7/12/2025 7:17:42 PM,7/12/2025 7:17:57 PM,"Km 31 de la vía Guachaca - Mingeo, , La Guajira"
15196,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0I2C,UFE668,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,,52100,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4634529478,351628098729620,TRANSPORTES ATM SAS,Active,Parked,12/13/2023 4:28:55 AM,7/16/2025 11:08:53 AM,7/16/2025 11:09:14 AM,"Kr38 2, Barranquilla, Atlantico, Colombia"
15197,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0IDW,THL624,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4634379867,351628093090580,,Active,Parked,8/6/2020 9:58:54 AM,7/16/2025 11:01:17 AM,7/16/2025 11:01:56 AM,"Cl45 53b-31, Barranquilla, Atlantico"
15198,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0K8V,UPA480,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363109221,359369090546736,,Active,Idle Alert,7/1/2020 12:49:49 PM,6/21/2025 1:18:00 PM,6/21/2025 1:18:18 PM,75212 Carrera 67 Carrera 67 
15200,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L72,TLM763,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363127039,359369091218251,,Active,Ignition OFF,9/26/2020 6:31:57 AM,7/16/2025 10:32:02 AM,7/16/2025 10:32:29 AM,85216 Via 40 Carrera 82 
15201,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L78,TRK622,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363138969,358077092134978,,Active,Travel Stop,9/26/2020 6:36:04 AM,7/16/2025 11:15:39 AM,7/16/2025 11:15:51 AM,"Kr27c 56, Barranquilla, Atlantico"
15202,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L7E,TDL906 ,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363126985,359369091221370,,Active,Ignition OFF,9/26/2020 6:27:18 AM,7/16/2025 11:08:46 AM,7/16/2025 11:09:24 AM,"Kr30, Barranquilla, Atlantico"
15203,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L7N,JKU913,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,67800,,Monthly,9/16/2020 12:00:00 AM,10/15/2020 12:00:00 AM,4634379521,351628093070699,,Active,Drive,9/16/2020 12:50:52 PM,7/16/2025 11:07:25 AM,7/16/2025 11:09:14 AM,"Av 90, Galapa, Atlantico"
15204,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L7P,SBL026,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363118550,359369091104261,,Active,Parked,10/31/2020 2:30:03 AM,7/16/2025 9:44:37 AM,7/16/2025 9:45:09 AM,"Km 9 de la vía Troncal del Caribe  - Tubará - Barranquilla, , Atlántico, Colombia"
15205,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L91,TRH717,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764347576,358077091185716,,Active,Parked,10/31/2020 2:52:25 AM,7/16/2025 7:19:07 AM,7/16/2025 7:19:23 AM,#38-80 a 38-428 38176 76-123 3880-38428 Calle 4 Carrera 54 Calle 4 Calle 4 
15206,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L93,TRH857,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764347586,358077091186367,,Active,Idle Alert,9/14/2020 8:08:55 AM,7/16/2025 10:54:22 AM,7/16/2025 10:54:48 AM,"Kr38 1, Barranquilla, Atlantico"
15210,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LAG,TRK620,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764415005,352556102170326,,Active,Parked,10/22/2020 10:14:27 AM,7/8/2025 8:29:28 PM,7/8/2025 8:29:56 PM,"Kr36 33-44, Barranquilla, Atlantico"
15219,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LHY,TUQ291,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363113600,359369090042421,,Active,Idle - Stop,1/28/2021 11:05:37 AM,7/16/2025 11:13:36 AM,7/16/2025 11:14:12 AM,"Corredor de Carga Palermo, Sitionuevo, Magdalena, Colombia"
15220,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LJD,SZN437,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,Claro CO,,67800,,Monthly,2/9/2021 12:00:00 AM,3/10/2021 12:00:00 AM,1363118375,359369091109153,,Active,Low Battery,2/9/2021 10:53:16 AM,7/15/2025 10:16:56 AM,7/15/2025 10:18:14 AM,"Cl. 4 ##38-80 a 38-428, Barranquilla, Atlántico, Colombia"
15221,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LNW,TRH699,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363138451,358077092091954,,Active,Ignition OFF,4/5/2022 7:10:00 AM,7/16/2025 11:13:48 AM,7/16/2025 11:14:33 AM,"Km 9 de la vía Troncal del Caribe  - Tubará - Barranquilla, , Atlántico, Colombia"
15222,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LS4,UVU580,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,250000,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363138255,358077092087150,,Active,Ignition ON,2/4/2025 11:01:36 AM,7/11/2025 11:46:37 AM,7/11/2025 11:47:52 AM,"Km 9 de la vía Troncal del Caribe  - Tubará - Barranquilla, , Atlántico, Colombia"
15223,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LSZ,SBV421,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363142045,358077092172895,,Active,Travel Stop,5/19/2022 11:11:59 AM,11/18/2022 10:55:12 AM,11/18/2022 10:55:33 AM,"Kr80 70-84, Bogota, Cundinamarca"
15226,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M26,TRH862,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428414,354514102535251,,Active,Idle Alert,11/28/2020 5:49:12 AM,7/16/2025 10:39:46 AM,7/16/2025 10:40:08 AM,"X32R+FW, Barranquilla, Atlantico, Colombia"
15228,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M2F,SJK267,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363138457,358077092091947,,Active,Ignition OFF,11/30/2020 9:40:05 AM,7/16/2025 11:14:26 AM,7/16/2025 11:14:27 AM,Unnamed Road 
15229,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M2H,TFU267,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363138108,358077092088869,,Active,Ignition OFF,11/30/2020 6:16:03 AM,7/16/2025 11:01:00 AM,7/16/2025 11:01:16 AM,"Kr30, Barranquilla, Atlantico"
15230,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M2Q,JKV349,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363113218,358077091813549,,Active,Parked,11/25/2020 1:55:29 PM,7/16/2025 10:35:33 AM,7/16/2025 10:36:00 AM,"Carrera 24 #26-24 a 26-62, Sincelejo, Sincelejo, Sucre, Colombia"
15231,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M2R,TRH719,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363113169,358077091711149,,Active,Ignition OFF,11/28/2020 10:00:26 AM,7/16/2025 11:14:22 AM,7/16/2025 11:14:46 AM,"Kr38 1, Barranquilla, Atlantico"
15232,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M2U,XJA588,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363144702,358077092399357,,Active,Parked,11/28/2020 10:00:57 AM,7/16/2025 10:59:21 AM,7/16/2025 11:00:02 AM,"Cl45 53b-29, Barranquilla, Atlantico"
15233,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M2V,UFR399,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363118338,359369091023438,,Active,Parked,11/25/2020 8:24:33 AM,7/16/2025 10:22:08 AM,7/16/2025 10:22:24 AM,"Km 9 de la vía Troncal del Caribe  - Tubará - Barranquilla, , Atlántico, Colombia"
15236,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M36,SRO671,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363113733,359369090034386,,Active,Parked,12/3/2020 3:26:06 AM,7/16/2025 11:11:52 AM,7/16/2025 11:12:17 AM,"Km 9 de la vía Troncal del Caribe  - Tubará - Barranquilla, , Atlántico, Colombia"
15237,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MFP,SUB925,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,67800,,Monthly,1/21/2021 12:00:00 AM,2/19/2021 12:00:00 AM,4764412325,352556102511453,,Active,Drive,1/21/2021 10:57:18 AM,7/16/2025 11:15:19 AM,7/16/2025 11:16:00 AM,"Kr27c-23, Barranquilla, Atlantico"
15239,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MGS,THX999,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363142535,359369091303582,,Active,Travel Stop,2/4/2021 11:13:16 AM,7/16/2025 10:47:41 AM,7/16/2025 10:48:06 AM,"Kr9 10-56, Barranquilla, Atlantico"
15241,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MHT,SZN543,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,67800,,Monthly,2/9/2021 12:00:00 AM,3/10/2021 12:00:00 AM,1363142745,358077092367024,,Active,POWER UP,2/9/2021 10:35:15 AM,7/7/2025 3:19:43 PM,7/7/2025 3:19:44 PM,#38-80 a 38-428 38176 76-123 3880-38428 Calle 4 Carrera 54 Calle 4 Calle 4 
15242,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MJ6,UYP342,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363144821,359369091319943,,Active,Ignition OFF,6/27/2021 6:46:21 AM,7/16/2025 11:14:21 AM,7/16/2025 11:14:52 AM,"Km 8 de la vía Troncal del Caribe  - Tubará - Barranquilla, , Atlántico, Colombia"
15247,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0NMD,UVZ799,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764428802,354514102532894,,Active,Parked,6/25/2021 5:56:15 AM,7/16/2025 10:43:22 AM,7/16/2025 10:44:03 AM,"Cl4 45-56, Barranquilla, Atlantico, Colombia"
15248,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,Renting,0OB4,GFP674,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363118657,359369091064812,,Active,Parked,3/18/2022 5:43:07 PM,7/16/2025 9:42:20 AM,7/16/2025 9:42:39 AM,#38-80 a 38-428 38176 76-123 3880-38428 Calle 4 Carrera 54 Calle 4 Calle 4 
15251,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL,Renting,0OF5,GFP662,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4864055221,357041069190067,,Active,Parked,3/18/2022 11:18:28 AM,7/16/2025 9:27:01 AM,7/16/2025 9:27:30 AM,5-39 Carrera 9 670 Carrera 8 8187 Calle 5 8285-823 Calle 5 
15252,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0PY1,CARGADOR 01 -Dossan4,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363118676,359369091068409,,Active,Idle Alert,3/16/2022 3:54:10 AM,7/16/2025 8:14:43 AM,7/16/2025 8:15:29 AM,82473 Calle 73 Calle 72 
15253,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0SL3,THX995,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,67800,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764401769,354514101199414,,Active,Idle Alert,6/17/2022 3:06:54 PM,7/11/2025 10:39:26 AM,7/11/2025 10:39:55 AM,#38-80 a 38-428 38176 76-123 3880-38428 Calle 4 Carrera 54 Calle 4 Calle 4 
15254,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"MDVR - 009901C05D, Fuel Sensor - 179238, Panic Button, ",PLAN PROFESIONAL,Renting,0SLF,STACKER  - 2,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,250000,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764401736,354514101188250,,Active,Idle - Stop,7/6/2022 1:42:03 PM,7/16/2025 11:14:14 AM,7/16/2025 11:14:45 AM,"7FP8+H9 Cartagena Province, Bolivar, Colombia"
15255,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"MDVR - 009901C159, Temp. Sensor, Fuel Sensor - 179244, Panic Button, ",PLAN PROFESIONAL,Renting,0SLG,STACKER -01,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,250000,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764383609,358077093310627,,Active,Idle - Stop,7/13/2022 7:44:20 AM,7/16/2025 11:14:11 AM,7/16/2025 11:14:34 AM,5-39 Carrera 9 8253 Calle 5 8285-823 Calle 5 
15257,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0TEI,OCK497,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,MOVISTAR CO,,62200,,Monthly,9/1/2022 12:00:00 AM,9/30/2022 12:00:00 AM,4764188910,357041062874717,,Active,Parked,9/1/2022 11:30:49 AM,7/8/2025 7:32:25 AM,7/8/2025 7:32:50 AM,"Kr38 2, Barranquilla, Atlantico, Colombia"
15258,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0TF6,EXCAVADORA 01,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,MOVISTAR CO,,62200,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4864054776,357041068874547,,Active,Idle Alert,9/1/2022 9:37:16 AM,6/15/2025 8:14:26 AM,6/15/2025 8:21:54 AM,"C4GR+C6 Zaragoza, Antioquia, Colombia"
15260,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0UBL,SZM628,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,,62200,,Monthly,10/21/2022 12:00:00 AM,11/19/2022 12:00:00 AM,4764401413,354514101221416,,Active,Idle Alert,10/21/2022 1:35:06 PM,7/16/2025 11:07:19 AM,7/16/2025 11:07:44 AM,13a21 13a107-13a15 Calle 18 Calle 18 
15261,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0VKY,CARGADOR 06 - SD310,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,62200,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764246668,357041064178943,,Active,Idle Alert,5/22/2023 7:18:11 AM,7/16/2025 8:55:52 AM,7/16/2025 8:56:22 AM,"Av Via 40-71, Barranquilla, Atlantico, Colombia"
15262,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0VLL,EXCAVADORA  03,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,62200,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764300410,358077090741626,,Active,Idle Alert,5/22/2023 8:00:19 AM,7/16/2025 6:57:10 AM,7/16/2025 6:57:38 AM,"Km 7 de la vía Coveñas - Tolú, , Sucre, Colombia"
15263,TSO Colombia - IBO SEGTEC,TRANSCONT SAS,VIP,802021975,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0VM2,CARGADOR 08 - SD380,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,62200,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764237268,357330051915809,,Active,Idle Alert,5/22/2023 7:17:49 AM,7/16/2025 9:54:04 AM,7/16/2025 9:54:26 AM,"Cra. 8a #1c-2 a 1c-260, Barranquilla, Atlántico, Colombia"
